verification_sample_id,raw_date,candidate_course_label,local_off_time,race_type_raw,race_name_raw,verified_race_type,race_type_agrees,verification_status,primary_evidence_url,secondary_audit_url,evidence_note
GBRT-023,2020-10-18,Kempton,13:45,Chase,Racing TV Novices Handicap Chase (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/kempton/18-10-20,https://www.racingpost.com/results/2020-10-18,Published result identifies the sampled event as a Chase.
GBRT-024,2021-02-17,Wetherby,15:12,Chase,Racing TV HD On Sky 426 Handicap Chase (Northern Lights Staying Chase Series Qualifier ),Chase,True,verified_external,https://www.horseracing.net/results/wetherby/17-02-21,https://www.racingpost.com/results/2021-02-17,Published result identifies the sampled event as a Chase.
GBRT-025,2021-02-22,Carlisle,14:40,Chase,MansionBets Bet 10 Get 20 Handicap Chase (Challenger Staying Chase Series Qualifier),Chase,True,verified_external,https://www.horseracing.net/results/carlisle/22-02-21,https://www.racingpost.com/results/2021-02-22,Published result identifies the sampled event as a Chase.
GBRT-026,2021-12-20,Lingfield,14:30,Chase,Casumo Proud To Support British Racing Novices Handicap Chase (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/lingfield/20-12-21,https://www.racingpost.com/results/2021-12-20,Published result identifies the sampled event as a Chase.
GBRT-027,2021-12-20,Musselburgh,13:15,Chase,Watch On Racing TV Novices Handicap Chase (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/musselburgh/20-12-21,https://www.racingpost.com/results/2021-12-20,Published result identifies the sampled event as a Chase.
GBRT-028,2022-01-26,Catterick,14:10,Chase,Free Month Of RacingTV Novices Limited Handicap Chase (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/catterick/26-01-22,https://www.racingpost.com/results/2022-01-26,Published result identifies the sampled event as a Chase.
GBRT-029,2022-02-01,Newcastle,15:00,Chase,QuinnBet Quarterback Handicap Chase (Go North One Man Series Qualifier),Chase,True,verified_external,https://www.horseracing.net/results/newcastle/01-02-22,https://www.racingpost.com/results/2022-02-01,Published result identifies the sampled event as a Chase.
GBRT-030,2022-03-08,Sandown,15:30,Chase,Grand Military Gold Cup (A Chase For Military Amateur Jockeys),Chase,True,verified_external,https://www.horseracing.net/results/sandown/08-03-22,https://www.racingpost.com/results/2022-03-08,Published result identifies the sampled event as a Chase.
GBRT-031,2022-03-15,Sedgefield,15:10,Chase,Extra Places At Cheltenham With vickers.bet Novices Handicap Chase,Chase,True,verified_external,https://www.horseracing.net/results/sedgefield/15-03-22,https://www.racingpost.com/results/2022-03-15,Published result identifies the sampled event as a Chase.
GBRT-032,2022-03-31,Warwick,16:25,Chase,Air Wedding Open Hunters Chase,Chase,True,verified_external,https://www.horseracing.net/results/warwick/31-03-22,https://www.racingpost.com/results/2022-03-31,Published result identifies the sampled event as a Chase.
GBRT-033,2022-04-08,Sedgefield,16:00,Chase,bet365 Novices Handicap Chase,Chase,True,verified_external,https://www.horseracing.net/results/sedgefield/08-04-22,https://www.racingpost.com/results/2022-04-08,Published result identifies the sampled event as a Chase.
GBRT-034,2022-11-03,Newbury,15:42,Chase,Watch Last Fan Standing Handicap Chase,Chase,True,verified_external,https://www.horseracing.net/results/newbury/03-11-22,https://www.racingpost.com/results/2022-11-03,Published result identifies the sampled event as a Chase.
GBRT-035,2023-02-12,Exeter,15:00,Chase,Virgin Bet Best Odds Daily Mares Chase () (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/exeter/12-02-23,https://www.racingpost.com/results/2023-02-12,Published result identifies the sampled event as a Chase.
GBRT-036,2023-02-21,Market Rasen,16:15,Chase,Price Boosts On Football At Rhino.bet Novices Handicap Chase,Chase,True,verified_external,https://www.horseracing.net/results/market-rasen/21-02-23,https://www.racingpost.com/results/2023-02-21,Published result identifies the sampled event as a Chase.
GBRT-037,2023-03-14,Sedgefield,15:50,Chase,In Memory Of Ian Vickers Handicap Chase (Go North Red Rum Series Qualifier),Chase,True,verified_external,https://www.horseracing.net/results/sedgefield/14-03-23,https://www.racingpost.com/results/2023-03-14,Published result identifies the sampled event as a Chase.
GBRT-038,2023-03-20,Southwell,14:35,Chase,Follow Us On Twitter @BetRhino Handicap Chase,Chase,True,verified_external,https://www.horseracing.net/results/southwell/20-03-23,https://www.racingpost.com/results/2023-03-20,Published result identifies the sampled event as a Chase.
GBRT-039,2023-05-28,Kelso,16:40,Chase,J.A. Wilson Contractors Novices Handicap Chase,Chase,True,verified_external,https://www.horseracing.net/results/kelso/28-05-23,https://www.racingpost.com/results/2023-05-28,Published result identifies the sampled event as a Chase.
GBRT-040,2024-03-27,Hereford,15:10,Chase,Horse Racing On Another Planet Podcast Handicap Chase,Chase,True,verified_external,https://www.horseracing.net/results/hereford/27-03-24,https://www.racingpost.com/results/2024-03-27,Published result identifies the sampled event as a Chase.
GBRT-041,2024-11-12,Lingfield,15:20,Chase,Howard Pearl 80th Classic Novices Handicap Chase,Chase,True,verified_external,https://www.racingpost.com/results/31/lingfield/2024-11-12/879007,https://www.racingpost.com/results/2024-11-12,Published result identifies the sampled event as a Chase.
GBRT-042,2024-11-23,Huntingdon,13:58,Chase,Discover Whats Trending At Rhino.Bet Casino Mares Handicap Chase (Challenger Mares Chase Qualifer),Chase,True,verified_external,https://www.horseracing.net/results/huntingdon/23-11-24,https://www.racingpost.com/results/2024-11-23,Published result identifies the sampled event as a Chase.
GBRT-043,2025-03-24,Wincanton,16:30,Chase,Cheese & Cider Night 16th April Handicap Chase (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/wincanton/24-03-25,https://www.racingpost.com/results/2025-03-24,Published result identifies the sampled event as a Chase.
GBRT-044,2025-04-11,Huntingdon,18:38,Chase,Buy General Admission In Advance Novices Handicap Chase,Chase,True,verified_external,https://www.horseracing.net/results/huntingdon/11-04-25,https://www.racingpost.com/results/2025-04-11,Published result identifies the sampled event as a Chase.
GBRT-045,2025-05-02,Cheltenham,UNRESOLVED,Chase,Royal Gloucestershire Hussars Open Hunters Chase,Chase,True,verified_external,https://www.horseracing.net/results/cheltenham/02-05-25,https://www.racingpost.com/results/2025-05-02,Published result identifies the sampled event as a Chase.
GBRT-046,2025-05-28,Newton Abbot,15:48,Chase,Investment Manager Handicap Chase (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/newton-abbot/28-05-25,https://www.racingpost.com/results/2025-05-28,Published result identifies the sampled event as a Chase.
GBRT-047,2025-07-21,Cartmel,15:45,Chase,Weatherbys Hamilton Novices Limited Handicap Chase (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/cartmel/21-07-25,https://www.racingpost.com/results/2025-07-21,Published result identifies the sampled event as a Chase.
GBRT-048,2025-12-26,Aintree,14:15,Chase,William Hill Each Way Extra Handicap Chase (Challenger Staying Chase Series Qualifier) (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/aintree/26-12-25,https://www.racingpost.com/results/2025-12-26,Published result identifies the sampled event as a Chase.
GBRT-049,2026-02-15,Musselburgh,16:20,Chase,Famous Five Handicap Chase (Go North Red Rum Series Qualifier) (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/musselburgh/15-02-26,https://www.racingpost.com/results/2026-02-15,Published result identifies the sampled event as a Chase.
GBRT-050,2026-02-16,Carlisle,13:35,Chase,Racing TV Handicap Chase (GBB Race),Chase,True,verified_external,https://www.horseracing.net/results/carlisle/16-02-26,https://www.racingpost.com/results/2026-02-16,Published result identifies the sampled event as a Chase.
GBRT-051,2015-04-01,Chelmsford (AW),16:30,Flat,Ladies Day 18th June Fillies Handicap,Flat,True,verified_external,https://www.horseracing.net/results/chelmsford/01-04-15,https://www.racingpost.com/results/2015-04-01,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-052,2015-06-05,Epsom,15:10,Flat,Investec Diomed Stakes,Flat,True,verified_external,https://www.horseracing.net/results/epsom/05-06-15,https://www.racingpost.com/results/2015-06-05,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-053,2015-08-10,Wolverhampton (AW),14:15,Flat,Slade After Racing Saturday 5th September Median Auction Maiden Stakes (Tapeta),Flat,True,verified_external,https://www.horseracing.net/results/wolverhampton/10-08-15,https://www.racingpost.com/results/2015-08-10,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-054,2016-05-11,York,14:40,Flat,Infinity Tyres Stakes (Handicap),Flat,True,verified_external,https://www.yorkracecourse.co.uk/raceday-details.html?id=131&meet=66,https://www.racingpost.com/results/2016-05-11,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-055,2016-06-12,Salisbury,14:15,Flat,Blind And Track Service Handicap,Flat,True,verified_external,https://www.horseracing.net/results/salisbury/12-06-16,https://www.racingpost.com/results/2016-06-12,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-056,2016-08-19,Sandown,14:20,Flat,Abu Dhabi Sports Council Nursery Handicap,Flat,True,verified_external,https://www.horseracing.net/results/sandown/19-08-16,https://www.racingpost.com/results/2016-08-19,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-057,2016-08-29,Epsom,15:15,Flat,Indigenous Handicap,Flat,True,verified_external,https://www.horseracing.net/results/epsom/29-08-16,https://www.racingpost.com/results/2016-08-29,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-058,2017-04-15,Brighton,UNRESOLVED,Flat,Winner Rental Services Maiden Stakes,Flat,True,verified_external,https://www.horseracing.net/results/brighton/15-04-17,https://www.racingpost.com/results/2017-04-15,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-059,2017-04-25,Wolverhampton (AW),18:00,Flat,Invest Wolverhampton For Life Work & Learning Handicap (For Gentleman Amateur Riders),Flat,True,verified_external,https://www.horseracing.net/results/wolverhampton/25-04-17,https://www.racingpost.com/results/2017-04-25,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-060,2017-05-19,Newcastle (AW),19:20,Flat,Rutherford Wilkinson Fillies Handicap,Flat,True,verified_external,https://www.horseracing.net/results/newcastle/19-05-17,https://www.racingpost.com/results/2017-05-19,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-061,2017-07-18,Bath,16:30,Flat,Dribuild Supports Together For Short Lives Handicap,Flat,True,verified_external,https://www.horseracing.net/results/bath/18-07-17,https://www.racingpost.com/results/2017-07-18,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-062,2017-07-21,Hamilton,UNRESOLVED,Flat,John Smiths Scottish Stewards Cup Handicap,Flat,True,verified_external,https://thehorsesmouth.co.uk/races/7151-john-smiths-scottish-stewards-cup-handicap,https://www.racingpost.com/results/2017-07-21,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-063,2017-08-19,Doncaster,13:25,Flat,Sun Bets Download The App Handicap (Div I),Flat,True,verified_external,https://www.horseracing.net/results/doncaster/19-08-17,https://www.racingpost.com/results/2017-08-19,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-064,2017-08-28,Southwell (AW),16:15,Flat,Nottingham Forest News On nottinghampost.com Handicap,Flat,True,verified_external,https://www.horseracing.net/results/southwell/28-08-17,https://www.racingpost.com/results/2017-08-28,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-065,2017-09-05,Kempton (AW),20:20,Flat,100% Profit Boost At 32Redsport.com Handicap,Flat,True,verified_external,https://www.horseracing.net/results/kempton/05-09-17,https://www.racingpost.com/results/2017-09-05,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-066,2017-12-06,Lingfield (AW),12:40,Flat,32Redpoker.com Nursery Handicap,Flat,True,verified_external,https://www.racingpost.com/racecards/2017-12-06/,https://www.racingpost.com/results/2017-12-06,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-067,2018-04-18,Kempton (AW),17:45,Flat,100% Profit Boost At 32Redsport.com Novice Auction Stakes,Flat,True,verified_external,https://www.horseracing.net/results/kempton/18-04-18,https://www.racingpost.com/results/2018-04-18,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-068,2018-08-13,Ripon,13:50,Flat,mintbet.com Sports And Casino Fillies Novice Auction Stakes (Plus 10 Race),Flat,True,verified_external,https://www.horseracing.net/results/ripon/13-08-18,https://www.racingpost.com/results/2018-08-13,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-069,2018-08-17,Nottingham,14:35,Flat,myracing.com For Free Bets And Tips Handicap,Flat,True,verified_external,https://www.horseracing.net/results/nottingham/17-08-18,https://www.racingpost.com/results/2018-08-17,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-070,2018-09-22,Wolverhampton (AW),17:45,Flat,sportnation.bet Rewards Program Handicap (Div II),Flat,True,verified_external,https://www.horseracing.net/results/wolverhampton/22-09-18,https://www.racingpost.com/results/2018-09-22,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-071,2019-05-22,Kempton (AW),18:25,Flat,32Red On The App Store Handicap (London Mile Series Qualifier),Flat,True,verified_external,https://www.horseracing.net/results/kempton/22-05-19,https://www.racingpost.com/results/2019-05-22,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-072,2019-06-01,Doncaster,15:05,Flat,Doncaster Groundworks Handicap,Flat,True,verified_external,https://www.horseracing.net/results/doncaster/01-06-19,https://www.racingpost.com/results/2019-06-01,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-073,2019-08-25,Goodwood,16:10,Flat,Weatherbys Racing Bank Supreme Stakes,Flat,True,verified_external,https://www.horseracing.net/results/goodwood/25-08-19,https://www.racingpost.com/results/2019-08-25,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-074,2019-10-05,Wolverhampton (AW),19:30,Flat,bet365 Handicap,Flat,True,verified_external,https://www.horseracing.net/results/wolverhampton/05-10-19,https://www.racingpost.com/results/2019-10-05,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-075,2020-07-30,Musselburgh,UNRESOLVED,Flat,Every Race Live On Racing TV Classified Stakes,Flat,True,verified_external,https://www.horseracing.net/results/musselburgh/30-07-20,https://www.racingpost.com/results/2020-07-30,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-076,2020-08-22,Chelmsford (AW),17:25,Flat,Broomfield Handicap,Flat,True,verified_external,https://www.sportinglife.com/racing/results/2020-08-22/chelmsford-city/584759/broomfield-handicap,https://www.racingpost.com/results/2020-08-22,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-077,2021-05-14,York,15:10,Flat,Matchbook Yorkshire Cup Stakes  (British Champions Series),Flat,True,verified_external,https://www.horseracing.net/results/york/14-05-21,https://www.racingpost.com/results/2021-05-14,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-078,2021-05-24,Brighton,14:40,Flat,Free Tips Daily On attheraces.com Restricted Maiden Stakes (For Horses In Band D) (GBB Race),Flat,True,verified_external,https://www.horseracing.net/results/brighton/24-05-21,https://www.racingpost.com/results/2021-05-24,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-079,2021-07-26,Windsor,20:25,Flat,Free Replays On attheraces.com Handicap,Flat,True,verified_external,https://www.horseracing.net/results/windsor/26-07-21,https://www.racingpost.com/results/2021-07-26,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-080,2021-09-10,Sandown,13:00,Flat,Paul Ferguson Memorial EBF Maiden Stakes (GBB Race),Flat,True,verified_external,https://www.horseracing.net/results/sandown/10-09-21,https://www.racingpost.com/results/2021-09-10,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-081,2022-05-09,Catterick,14:30,Flat,Lyn Cresey Birthday Handicap,Flat,True,verified_external,https://www.horseracing.net/results/catterick/09-05-22,https://www.racingpost.com/results/2022-05-09,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-082,2022-06-03,Doncaster,17:33,Flat,Weldricks Pharmacy Supporting WPCC Novice Stakes (GBB Race),Flat,True,verified_external,https://www.horseracing.net/results/doncaster/03-06-22,https://www.racingpost.com/results/2022-06-03,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-083,2022-06-03,Doncaster,20:26,Flat,Thank You Weston Park Cancer Centre Novice Stakes (GBB Race),Flat,True,verified_external,https://www.horseracing.net/results/doncaster/03-06-22,https://www.racingpost.com/results/2022-06-03,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-084,2022-07-26,Beverley,15:45,Flat,Find Discounts Galore With Trotters Traders EBF Restricted Novice Stakes (EBF Restricted Qual) (GBB),Flat,True,verified_external,https://www.horseracing.net/results/beverley/26-07-22,https://www.racingpost.com/results/2022-07-26,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-085,2023-03-25,Wolverhampton (AW),18:30,Flat,Huge Boosts Daily Only At BetUK Maiden Stakes (GBB Race),Flat,True,verified_external,https://www.horseracing.net/results/wolverhampton/25-03-23,https://www.racingpost.com/results/2023-03-25,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-086,2023-06-20,Brighton,UNRESOLVED,Flat,Royal Ascot Form Study On attheraces.com Handicap,Flat,True,verified_external,https://www.horseracing.net/results/brighton/20-06-23,https://www.racingpost.com/results/2023-06-20,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-087,2023-06-20,Brighton,UNRESOLVED,Flat,Streamline 202020 Always The Best Bet Handicap,Flat,True,verified_external,https://www.horseracing.net/results/brighton/20-06-23,https://www.racingpost.com/results/2023-06-20,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-088,2023-08-02,Goodwood,14:25,Flat,Whispering Angel Oak Tree Stakes  (Fillies & Mares),Flat,True,verified_external,https://www.horseracing.net/results/goodwood/02-08-23,https://www.racingpost.com/results/2023-08-02,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-089,2023-10-09,Wolverhampton (AW),20:30,Flat,At The Races App Form Study Handicap,Flat,True,verified_external,https://www.horseracing.net/results/wolverhampton/09-10-23,https://www.racingpost.com/results/2023-10-09,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-090,2023-10-18,Nottingham,17:25,Flat,Every Race Live On Racing TV Handicap (For Female Amateur Jockeys),Flat,True,verified_external,https://www.horseracing.net/results/nottingham/18-10-23,https://www.racingpost.com/results/2023-10-18,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-091,2024-01-03,Kempton (AW),16:55,Flat,Try Unibets New Acca Boosts Handicap,Flat,True,verified_external,https://www.horseracing.net/results/kempton/03-01-24,https://www.racingpost.com/results/2024-01-03,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-092,2024-01-16,Wolverhampton (AW),15:40,Flat,Win £2 000 000 With BetMGMs Golden Goals Handicap,Flat,True,verified_external,https://thehorsesmouth.co.uk/races/89347-win-ps2-000-000-with-betmgms-golden-goals-handicap,https://www.racingpost.com/results/2024-01-16,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-093,2024-05-27,Leicester,16:15,Flat,Leicester City FC Handicap,Flat,True,verified_external,https://www.horseracing.net/results/leicester/27-05-24,https://www.racingpost.com/results/2024-05-27,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-094,2024-07-19,Newmarket (July),UNRESOLVED,Flat,Irish Stallion Farms EBF Fillies Handicap,Flat,True,verified_external,https://www.horseracing.net/results/newmarket/19-07-24,https://www.racingpost.com/results/2024-07-19,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-095,2024-07-24,Leicester,18:45,Flat,Newton LDP Fillies Handicap,Flat,True,verified_external,https://www.horseracing.net/results/leicester/24-07-24,https://www.racingpost.com/results/2024-07-24,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-096,2025-06-23,Chepstow,15:45,Flat,Betting.Bet Free Bets Handicap,Flat,True,verified_external,https://www.horseracing.net/results/chepstow/23-06-25,https://www.racingpost.com/results/2025-06-23,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-097,2025-08-07,Chepstow,20:00,Flat,Racing League 20 Handicap (Horses In The Care Of Trainers Registered To Racing League) (GBBPlus),Flat,True,verified_external,https://www.horseracing.net/results/chepstow/07-08-25,https://www.racingpost.com/results/2025-08-07,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-098,2025-09-22,Leicester,15:18,Flat,In Memory Of Jessica Gamble Fillies Nursery Handicap,Flat,True,verified_external,https://www.horseracing.net/results/leicester/22-09-25,https://www.racingpost.com/results/2025-09-22,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-099,2026-03-11,Newcastle (AW),20:00,Flat,Midnite Are Upping The Betting Game Handicap,Flat,True,verified_external,https://www.horseracing.net/results/newcastle/11-03-26,https://www.racingpost.com/results/2026-03-11,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-100,2026-04-20,Newcastle (AW),19:00,Flat,attheraces.com/marketmovers Maiden Stakes (GBB Race),Flat,True,verified_external,https://www.horseracing.net/results/newcastle/20-04-26,https://www.racingpost.com/results/2026-04-20,Published result identifies the sampled event as Flat/AW Flat racing.
GBRT-101,2015-07-15,Uttoxeter,15:20,Hurdle,PSP Wealth Management Selling Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/uttoxeter/15-07-15,https://www.racingpost.com/results/2015-07-15,Published result identifies the sampled event as a Hurdle.
GBRT-102,2015-11-14,Wetherby,12:20,Hurdle,racinguk.com/freetrial Mares Novices Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/wetherby/14-11-15,https://www.racingpost.com/results/2015-11-14,Published result identifies the sampled event as a Hurdle.
GBRT-103,2015-12-01,Southwell,14:20,Hurdle,Arc Supporting The 2015 Lesters Maiden Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/southwell/01-12-15,https://www.racingpost.com/results/2015-12-01,Published result identifies the sampled event as a Hurdle.
GBRT-104,2016-03-13,Kelso,16:40,Hurdle,Rocky Lions Pride Of Hazelrigg Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/kelso/13-03-16,https://www.racingpost.com/results/2016-03-13,Published result identifies the sampled event as a Hurdle.
GBRT-105,2016-07-10,Southwell,17:30,Hurdle,Nottingham City Transport Handicap Hurdle (Div II),Hurdle,True,verified_external,https://www.horseracing.net/results/southwell/10-07-16,https://www.racingpost.com/results/2016-07-10,Published result identifies the sampled event as a Hurdle.
